"","BGN_DATE","STATE","EVTYPE","END_DATE","FATALITIES","INJURIES"
"285240","9/26/1997 0:00:00","FL","LIGHTNING","9/26/1997 0:00:00",0,3
"285241","9/26/1997 0:00:00","FL","LIGHTNING","9/26/1997 0:00:00",0,2
"285247","9/27/1997 0:00:00","FL","FLOOD","9/27/1997 0:00:00",1,0
"285251","9/27/1997 0:00:00","FL","RIP CURRENTS","9/27/1997 0:00:00",2,0
"285262","10/13/1997 0:00:00","FL","RIP CURRENTS","10/13/1997 0:00:00",1,0
"285269","10/24/1997 0:00:00","FL","TORNADO","10/24/1997 0:00:00",0,1
"285290","10/31/1997 0:00:00","FL","LIGHTNING","10/31/1997 0:00:00",0,1
"285305","10/31/1997 0:00:00","FL","LIGHTNING","10/31/1997 0:00:00",0,1
"285319","11/2/1997 0:00:00","FL","TORNADO","11/2/1997 0:00:00",0,32
"285350","11/21/1997 0:00:00","FL","TSTM WIND","11/21/1997 0:00:00",0,2
"285381","12/15/1997 0:00:00","FL","WINTER STORM","12/15/1997 0:00:00",0,1
"285386","12/27/1997 0:00:00","FL","TORNADO","12/27/1997 0:00:00",0,18
"285407","1/5/1997 0:00:00","GA","TORNADO","1/5/1997 0:00:00",0,4
"285437","2/21/1997 0:00:00","GA","TSTM WIND","2/21/1997 0:00:00",0,1
"285438","2/21/1997 0:00:00","GA","TSTM WIND","2/21/1997 0:00:00",0,4
"285473","3/5/1997 0:00:00","GA","TSTM WIND","3/5/1997 0:00:00",0,1
"285486","3/13/1997 0:00:00","GA","TORNADO","3/13/1997 0:00:00",0,1
"285504","3/29/1997 0:00:00","GA","TSTM WIND","3/29/1997 0:00:00",0,1
"285584","4/22/1997 0:00:00","GA","TORNADO","4/22/1997 0:00:00",0,3
"285588","4/22/1997 0:00:00","GA","TORNADO","4/22/1997 0:00:00",0,3
"285645","4/22/1997 0:00:00","GA","TSTM WIND","4/22/1997 0:00:00",0,2
"285663","4/22/1997 0:00:00","GA","TSTM WIND","4/22/1997 0:00:00",0,3
"285721","5/2/1997 0:00:00","GA","TORNADO","5/2/1997 0:00:00",1,3
"285821","5/18/1997 0:00:00","IL","TSTM WIND","5/18/1997 0:00:00",0,1
"285885","5/27/1997 0:00:00","GA","TSTM WIND","5/27/1997 0:00:00",0,2
"286028","7/4/1997 0:00:00","GA","TSTM WIND","7/4/1997 0:00:00",0,1
"286062","7/8/1997 0:00:00","GA","TSTM WIND","7/8/1997 0:00:00",0,3
"286084","7/16/1997 0:00:00","GA","LIGHTNING","7/16/1997 0:00:00",0,1
"286227","9/10/1997 0:00:00","GA","LIGHTNING","9/10/1997 0:00:00",1,1
"286310","10/26/1997 0:00:00","GA","TORNADO","10/26/1997 0:00:00",0,1
"286405","1/30/1997 0:00:00","HI","HIGH SURF","1/31/1997 0:00:00",4,0
"286411","2/12/1997 0:00:00","HI","HIGH SURF","2/15/1997 0:00:00",1,0
"286495","8/15/1997 0:00:00","HI","LIGHTNING","8/15/1997 0:00:00",0,1
"286529","11/18/1997 0:00:00","HI","LIGHTNING","11/18/1997 0:00:00",0,1
"286543","12/21/1997 0:00:00","HI","HIGH SURF","12/23/1997 0:00:00",1,2
"286557","3/30/1997 0:00:00","ID","HIGH WIND","3/30/1997 0:00:00",0,1
"286562","4/20/1997 0:00:00","ID","DUST STORM","4/27/1997 0:00:00",0,8
"286678","6/30/1997 0:00:00","ID","LIGHTNING","6/30/1997 0:00:00",1,0
"286759","8/12/1997 0:00:00","ID","HEAVY RAIN","8/12/1997 0:00:00",1,0
"286827","12/20/1997 0:00:00","ID","HEAVY SNOW","12/20/1997 0:00:00",1,0
"286830","1/4/1997 0:00:00","IL","EXTREME COLD","1/4/1997 0:00:00",1,0
"286833","1/8/1997 0:00:00","IL","HEAVY SNOW","1/9/1997 0:00:00",0,6
"286836","1/10/1997 0:00:00","IL","EXTREME WINDCHILL","1/12/1997 0:00:00",0,1
"286837","1/10/1997 0:00:00","IL","EXTREME COLD","1/10/1997 0:00:00",1,0
"286838","1/10/1997 0:00:00","IL","EXTREME WINDCHILL","1/11/1997 0:00:00",1,0
"286839","1/12/1997 0:00:00","IL","EXTREME COLD","1/12/1997 0:00:00",1,0
"286840","1/14/1997 0:00:00","IL","EXTREME COLD","1/14/1997 0:00:00",1,0
"286841","1/14/1997 0:00:00","IL","EXTREME COLD","1/14/1997 0:00:00",1,0
"286842","1/15/1997 0:00:00","IL","WINTER STORM","1/17/1997 0:00:00",1,7
"286845","1/15/1997 0:00:00","IL","WINTER STORM","1/18/1997 0:00:00",5,0
"286851","1/26/1997 0:00:00","IL","WINTER STORM","1/27/1997 0:00:00",0,9
"286852","1/28/1997 0:00:00","IL","EXTREME COLD","1/28/1997 0:00:00",1,0
"286853","1/28/1997 0:00:00","IL","EXTREME COLD","1/28/1997 0:00:00",1,0
"286875","2/20/1997 0:00:00","IL","FLOOD","2/22/1997 0:00:00",1,0
"286888","3/1/1997 0:00:00","IL","FLASH FLOOD","3/1/1997 0:00:00",0,2
"286970","4/5/1997 0:00:00","IL","TSTM WIND","4/5/1997 0:00:00",0,1
"286977","4/6/1997 0:00:00","IL","HIGH WIND","4/6/1997 0:00:00",0,1
"286990","4/10/1997 0:00:00","IL","HEAVY SNOW","4/11/1997 0:00:00",0,9
"287023","4/30/1997 0:00:00","IL","TORNADO","4/30/1997 0:00:00",0,2
"287025","4/30/1997 0:00:00","IL","HIGH WIND","4/30/1997 0:00:00",0,1
"287030","4/30/1997 0:00:00","IL","TORNADO","4/30/1997 0:00:00",0,1
"287103","6/5/1997 0:00:00","IL","LIGHTNING","6/5/1997 0:00:00",1,0
"287141","6/21/1997 0:00:00","IL","TSTM WIND","6/21/1997 0:00:00",0,1
"287147","6/21/1997 0:00:00","IL","EXCESSIVE HEAT","6/30/1997 0:00:00",16,0
"287176","6/25/1997 0:00:00","IL","EXCESSIVE HEAT","6/25/1997 0:00:00",1,0
"287183","7/2/1997 0:00:00","IL","EXCESSIVE HEAT","7/2/1997 0:00:00",1,0
"287188","7/14/1997 0:00:00","IL","LIGHTNING","7/14/1997 0:00:00",0,1
"287219","7/14/1997 0:00:00","IL","EXCESSIVE HEAT","7/18/1997 0:00:00",5,0
"287238","7/18/1997 0:00:00","IL","TORNADO","7/18/1997 0:00:00",0,2
"287273","7/19/1997 0:00:00","IL","TSTM WIND","7/19/1997 0:00:00",0,1
"287289","6/20/1997 0:00:00","IA","TSTM WIND","6/20/1997 0:00:00",0,2
"287352","7/25/1997 0:00:00","IL","EXCESSIVE HEAT","7/28/1997 0:00:00",0,12
"287353","7/26/1997 0:00:00","IL","EXCESSIVE HEAT","7/27/1997 0:00:00",2,0
"287365","7/28/1997 0:00:00","IL","EXCESSIVE HEAT","7/28/1997 0:00:00",1,0
"287441","9/19/1997 0:00:00","IL","LIGHTNING","9/19/1997 0:00:00",0,1
"287442","9/19/1997 0:00:00","IL","LIGHTNING","9/19/1997 0:00:00",0,1
"287444","9/29/1997 0:00:00","IL","HIGH WIND","9/29/1997 0:00:00",0,1
"287448","11/13/1997 0:00:00","IL","WINTER STORM","11/14/1997 0:00:00",0,1
"287455","12/9/1997 0:00:00","IL","HEAVY SNOW","12/10/1997 0:00:00",1,0
"287462","12/30/1997 0:00:00","IL","HEAVY SNOW","12/30/1997 0:00:00",3,0
"287491","3/1/1997 0:00:00","IN","FLASH FLOOD","3/2/1997 0:00:00",1,0
"287551","3/28/1997 0:00:00","IN","TSTM WIND","3/28/1997 0:00:00",0,1
"287579","4/30/1997 0:00:00","IN","TSTM WIND","4/30/1997 0:00:00",0,2
"287640","5/18/1997 0:00:00","IN","TSTM WIND","5/18/1997 0:00:00",0,1
"287641","5/18/1997 0:00:00","IN","TORNADO","5/18/1997 0:00:00",0,1
"287642","5/18/1997 0:00:00","IN","TORNADO","5/18/1997 0:00:00",0,1
"287827","1/9/1997 0:00:00","IA","BLIZZARD","1/11/1997 0:00:00",0,3
"287857","2/19/1997 0:00:00","IA","FLASH FLOOD","2/19/1997 0:00:00",1,0
"287959","5/5/1997 0:00:00","IA","HIGH WIND","5/5/1997 0:00:00",0,1
"288050","6/15/1997 0:00:00","IA","TSTM WIND","6/15/1997 0:00:00",0,4
"288080","6/21/1997 0:00:00","IA","TSTM WIND","6/21/1997 0:00:00",0,1
"288148","6/21/1997 0:00:00","IA","TSTM WIND","6/21/1997 0:00:00",0,1
"288158","6/21/1997 0:00:00","IA","TSTM WIND","6/21/1997 0:00:00",0,3
"288160","6/21/1997 0:00:00","IA","TSTM WIND","6/21/1997 0:00:00",1,2
"288266","7/25/1997 0:00:00","IA","EXCESSIVE HEAT","7/27/1997 0:00:00",0,12
"288285","7/27/1997 0:00:00","IA","LIGHTNING","7/27/1997 0:00:00",0,1
"288290","8/3/1997 0:00:00","IA","TSTM WIND","8/3/1997 0:00:00",0,2
"288293","8/3/1997 0:00:00","IA","TSTM WIND","8/3/1997 0:00:00",0,1
"288480","4/10/1997 0:00:00","KS","SNOW AND ICE","4/10/1997 0:00:00",1,0
"288483","4/10/1997 0:00:00","KS","HEAVY SNOW","4/11/1997 0:00:00",7,0
"288658","5/16/1997 0:00:00","KS","TSTM WIND","5/16/1997 0:00:00",0,2
"288901","5/29/1997 0:00:00","KS","URBAN/SML STREAM FLD","5/29/1997 0:00:00",0,1
"289390","7/5/1997 0:00:00","KS","LIGHTNING","7/5/1997 0:00:00",0,3
"289431","7/13/1997 0:00:00","KS","TORNADO","7/13/1997 0:00:00",0,3
"289481","6/13/1997 0:00:00","KY","TORNADO","6/13/1997 0:00:00",0,2
"289490","1/7/1997 0:00:00","LA","EXTREME COLD","1/7/1997 0:00:00",1,0
"289492","1/12/1997 0:00:00","LA","ICE STORM","1/14/1997 0:00:00",2,15
"289493","1/15/1997 0:00:00","LA","TSTM WIND","1/15/1997 0:00:00",0,3
"289649","8/18/1997 0:00:00","KS","LIGHTNING","8/18/1997 0:00:00",0,1
"289822","10/8/1997 0:00:00","KS","TSTM WIND","10/8/1997 0:00:00",0,1
"289858","10/25/1997 0:00:00","KS","BLIZZARD","10/26/1997 0:00:00",0,1
"289872","12/7/1997 0:00:00","KS","HEAVY SNOW","12/8/1997 0:00:00",0,8
"289876","12/21/1997 0:00:00","KS","ICE STORM","12/22/1997 0:00:00",0,4
"289878","12/21/1997 0:00:00","KS","ICE STORM","12/21/1997 0:00:00",1,2
"289882","12/24/1997 0:00:00","KS","HEAVY SNOW","12/24/1997 0:00:00",1,9
"289888","1/4/1997 0:00:00","KY","TORNADO","1/4/1997 0:00:00",1,2
"289910","1/5/1997 0:00:00","KY","TSTM WIND","1/5/1997 0:00:00",0,3
"289932","1/24/1997 0:00:00","KY","TORNADO","1/24/1997 0:00:00",0,2
"289954","2/21/1997 0:00:00","KY","TSTM WIND","2/21/1997 0:00:00",2,0
"289965","3/1/1997 0:00:00","KY","FLOOD","3/7/1997 0:00:00",1,0
"289988","3/1/1997 0:00:00","KY","FLOOD","3/3/1997 0:00:00",1,0
"289992","3/1/1997 0:00:00","KY","FLASH FLOOD","3/2/1997 0:00:00",1,0
"289993","3/1/1997 0:00:00","KY","TSTM WIND","3/1/1997 0:00:00",0,1
"290034","3/1/1997 0:00:00","KY","FLASH FLOOD","3/2/1997 0:00:00",2,0
"290038","3/1/1997 0:00:00","KY","FLOOD","3/6/1997 0:00:00",5,0
"290041","3/1/1997 0:00:00","KY","FLASH FLOOD","3/1/1997 0:00:00",1,0
"290070","3/1/1997 0:00:00","KY","FLASH FLOOD","3/1/1997 0:00:00",0,1
"290078","3/1/1997 0:00:00","KY","FLASH FLOOD","3/1/1997 0:00:00",1,0
"290108","3/1/1997 0:00:00","KY","FLASH FLOOD","3/2/1997 0:00:00",1,0
"290133","3/1/1997 0:00:00","KY","FLASH FLOOD","3/2/1997 0:00:00",1,0
"290176","3/2/1997 0:00:00","KY","FLOOD","3/9/1997 0:00:00",1,0
"290187","3/2/1997 0:00:00","KY","FLOOD","3/15/1997 0:00:00",1,0
"290246","3/28/1997 0:00:00","KY","TORNADO","3/28/1997 0:00:00",1,14
"290253","3/28/1997 0:00:00","KY","TORNADO","3/28/1997 0:00:00",0,1
"290267","3/28/1997 0:00:00","KY","TORNADO","3/28/1997 0:00:00",1,6
"290268","3/28/1997 0:00:00","KY","TORNADO","3/28/1997 0:00:00",0,7
"290297","3/28/1997 0:00:00","KY","LIGHTNING","3/28/1997 0:00:00",0,1
"290326","4/30/1997 0:00:00","KY","HIGH WIND","4/30/1997 0:00:00",0,3
"290336","4/30/1997 0:00:00","KY","LIGHTNING","4/30/1997 0:00:00",0,2
"290431","6/13/1997 0:00:00","KY","LIGHTNING","6/13/1997 0:00:00",0,1
"290440","6/16/1997 0:00:00","KY","FLASH FLOOD","6/17/1997 0:00:00",0,1
"290447","6/17/1997 0:00:00","KY","TORNADO","6/17/1997 0:00:00",0,2
"290533","7/28/1997 0:00:00","KY","TSTM WIND","7/28/1997 0:00:00",0,1
"290640","1/24/1997 0:00:00","LA","TORNADO","1/24/1997 0:00:00",0,1
"290650","1/27/1997 0:00:00","LA","LIGHTNING","1/27/1997 0:00:00",0,1
"290747","4/5/1997 0:00:00","LA","FLASH FLOOD","4/5/1997 0:00:00",1,0
"290818","4/22/1997 0:00:00","LA","LIGHTNING","4/22/1997 0:00:00",0,3
"290839","4/25/1997 0:00:00","LA","HIGH WIND","4/26/1997 0:00:00",1,4
"290846","4/26/1997 0:00:00","LA","TSTM WIND","4/26/1997 0:00:00",0,3
"290929","5/24/1997 0:00:00","LA","WIND","5/24/1997 0:00:00",0,3
"290938","5/27/1997 0:00:00","LA","TSTM WIND","5/27/1997 0:00:00",0,2
"290951","5/28/1997 0:00:00","LA","LIGHTNING","5/28/1997 0:00:00",0,1
"290959","5/30/1997 0:00:00","LA","LIGHTNING","5/30/1997 0:00:00",0,1
"290968","6/13/1997 0:00:00","LA","TSTM WIND","6/13/1997 0:00:00",0,1
"291009","6/25/1997 0:00:00","LA","LIGHTNING","6/25/1997 0:00:00",0,1
"291072","8/21/1997 0:00:00","LA","TSTM WIND","8/21/1997 0:00:00",0,1
"291085","8/31/1997 0:00:00","LA","TSTM WIND","8/31/1997 0:00:00",1,0
"291110","10/23/1997 0:00:00","LA","TORNADO","10/23/1997 0:00:00",0,4
"291129","10/25/1997 0:00:00","LA","LIGHTNING","10/25/1997 0:00:00",0,6
"291141","11/21/1997 0:00:00","LA","LIGHTNING","11/21/1997 0:00:00",0,1
"291142","11/21/1997 0:00:00","LA","TORNADO","11/21/1997 0:00:00",0,1
"291167","6/22/1997 0:00:00","MA","TSTM WIND","6/22/1997 0:00:00",1,0
"291168","6/22/1997 0:00:00","MA","LIGHTNING","6/22/1997 0:00:00",0,2
"291173","6/22/1997 0:00:00","MA","LIGHTNING","6/22/1997 0:00:00",0,1
"291175","7/9/1997 0:00:00","MA","LIGHTNING","7/9/1997 0:00:00",0,1
"291219","11/21/1997 0:00:00","LA","TORNADO","11/21/1997 0:00:00",0,43
"291251","2/22/1997 0:00:00","ME","LIGHTNING","2/22/1997 0:00:00",0,3
"291252","2/22/1997 0:00:00","ME","LIGHTNING","2/22/1997 0:00:00",0,7
"291267","6/21/1997 0:00:00","ME","LIGHTNING","6/21/1997 0:00:00",0,1
"291288","8/3/1997 0:00:00","ME","LIGHTNING","8/3/1997 0:00:00",0,4
"291335","3/29/1997 0:00:00","MD","LIGHTNING","3/29/1997 0:00:00",0,1
"291373","6/18/1997 0:00:00","MD","TSTM WIND","6/18/1997 0:00:00",1,0
"291392","6/26/1997 0:00:00","MD","LIGHTNING","6/26/1997 0:00:00",0,5
"291406","7/13/1997 0:00:00","MD","EXCESSIVE HEAT","7/19/1997 0:00:00",2,100
"291423","8/16/1997 0:00:00","MD","EXCESSIVE HEAT","8/17/1997 0:00:00",1,50
"291426","8/17/1997 0:00:00","MD","LIGHTNING","8/17/1997 0:00:00",0,2
"291439","8/17/1997 0:00:00","MD","TSTM WIND","8/17/1997 0:00:00",0,1
"291451","10/31/1997 0:00:00","MD","FOG","10/31/1997 0:00:00",1,30
"291508","4/1/1997 0:00:00","MA","HEAVY SNOW","4/1/1997 0:00:00",0,1
"291525","7/3/1997 0:00:00","MA","LIGHTNING","7/3/1997 0:00:00",0,2
"291568","7/9/1997 0:00:00","MA","TSTM WIND","7/9/1997 0:00:00",0,1
"291581","7/18/1997 0:00:00","MA","LIGHTNING","7/18/1997 0:00:00",0,1
"291595","8/9/1997 0:00:00","MA","LIGHTNING","8/9/1997 0:00:00",0,4
"291635","11/28/1997 0:00:00","MA","SNOW SQUALL","11/28/1997 0:00:00",0,21
"291713","1/17/1997 0:00:00","MI","EXTREME COLD","1/19/1997 0:00:00",2,0
"291879","4/6/1997 0:00:00","MI","HIGH WIND","4/7/1997 0:00:00",0,1
"291891","4/30/1997 0:00:00","MI","LIGHTNING","4/30/1997 0:00:00",0,1
"291948","5/18/1997 0:00:00","MI","TSTM WIND","5/18/1997 0:00:00",0,1
"291954","5/18/1997 0:00:00","MI","TSTM WIND","5/18/1997 0:00:00",0,1
"291962","6/20/1997 0:00:00","MI","LIGHTNING","6/20/1997 0:00:00",0,1
"291968","6/20/1997 0:00:00","MI","FLASH FLOOD","6/21/1997 0:00:00",0,2
"291971","6/20/1997 0:00:00","MI","FLASH FLOOD","6/21/1997 0:00:00",0,4
"291997","6/21/1997 0:00:00","MI","LIGHTNING","6/21/1997 0:00:00",0,8
"292083","7/2/1997 0:00:00","MI","TORNADO","7/2/1997 0:00:00",0,1
"292098","7/2/1997 0:00:00","MI","TORNADO","7/2/1997 0:00:00",1,1
"292104","7/2/1997 0:00:00","MI","TORNADO","7/2/1997 0:00:00",1,0
"292111","7/2/1997 0:00:00","MI","TORNADO","7/2/1997 0:00:00",0,90
"292120","7/2/1997 0:00:00","MI","TORNADO","7/2/1997 0:00:00",0,6
"292121","7/2/1997 0:00:00","MI","TSTM WIND","7/2/1997 0:00:00",5,8
"292136","7/8/1997 0:00:00","MI","LIGHTNING","7/8/1997 0:00:00",0,1
"292225","7/27/1997 0:00:00","MI","LIGHTNING","7/27/1997 0:00:00",0,1
"292241","8/16/1997 0:00:00","MI","TSTM WIND","8/16/1997 0:00:00",0,2
"292297","9/19/1997 0:00:00","MI","LIGHTNING","9/19/1997 0:00:00",0,1
"292356","1/3/1997 0:00:00","MN","WINTER STORM","1/5/1997 0:00:00",1,1
"292365","1/9/1997 0:00:00","MN","BLIZZARD","1/10/1997 0:00:00",1,0
"292419","4/5/1997 0:00:00","MN","BLIZZARD","4/6/1997 0:00:00",0,3
"292445","5/5/1997 0:00:00","MN","STRONG WIND","5/5/1997 0:00:00",1,10
"292555","6/27/1997 0:00:00","MN","TORNADO","6/27/1997 0:00:00",0,1
"292586","6/28/1997 0:00:00","MN","TSTM WIND","6/28/1997 0:00:00",0,2
"292622","6/28/1997 0:00:00","MN","TSTM WIND","6/28/1997 0:00:00",0,1
"292631","6/28/1997 0:00:00","MN","TSTM WIND","6/28/1997 0:00:00",0,1
"292777","7/1/1997 0:00:00","MN","TSTM WIND","7/1/1997 0:00:00",0,1
"292784","7/1/1997 0:00:00","MN","FLASH FLOOD","7/1/1997 0:00:00",0,1
"292799","7/1/1997 0:00:00","MN","TSTM WIND","7/1/1997 0:00:00",0,1
"292959","3/1/1997 0:00:00","MS","TORNADO","3/1/1997 0:00:00",1,4
"292960","3/1/1997 0:00:00","MS","TORNADO","3/1/1997 0:00:00",0,1
"292963","3/1/1997 0:00:00","MS","TORNADO","3/1/1997 0:00:00",0,16
"293010","7/17/1997 0:00:00","MN","TSTM WIND","7/17/1997 0:00:00",0,3
"293147","9/18/1997 0:00:00","MN","TORNADO","9/18/1997 0:00:00",1,1
"293186","10/8/1997 0:00:00","MN","TSTM WIND","10/8/1997 0:00:00",0,1
"293192","10/8/1997 0:00:00","MN","TSTM WIND","10/8/1997 0:00:00",0,1
"293210","10/8/1997 0:00:00","MN","TSTM WIND","10/8/1997 0:00:00",0,1
"293234","1/15/1997 0:00:00","MS","TORNADO","1/15/1997 0:00:00",0,2
"293331","2/21/1997 0:00:00","MS","TORNADO","2/21/1997 0:00:00",0,1
"293778","6/17/1997 0:00:00","MS","TSTM WIND","6/17/1997 0:00:00",1,0
"293819","6/29/1997 0:00:00","MS","LIGHTNING","6/29/1997 0:00:00",0,1
"293882","8/20/1997 0:00:00","MS","TSTM WIND","8/20/1997 0:00:00",0,1
"293933","10/25/1997 0:00:00","MS","LIGHTNING","10/25/1997 0:00:00",0,1
"293938","10/25/1997 0:00:00","MS","TSTM WIND","10/25/1997 0:00:00",0,1
"293943","10/25/1997 0:00:00","MS","TORNADO","10/25/1997 0:00:00",0,7
"293958","11/21/1997 0:00:00","MS","TORNADO","11/21/1997 0:00:00",0,2
"293988","4/10/1997 0:00:00","MO","HEAVY SNOW","4/11/1997 0:00:00",0,2
"294029","5/26/1997 0:00:00","MO","FLASH FLOOD","5/26/1997 0:00:00",2,0
"294083","2/26/1997 0:00:00","MO","HEAVY RAIN","2/27/1997 0:00:00",1,0
"294084","2/26/1997 0:00:00","MO","FLASH FLOOD","2/26/1997 0:00:00",1,1
"294090","3/1/1997 0:00:00","MO","FLOOD","3/22/1997 0:00:00",1,0
"294100","3/1/1997 0:00:00","MO","FLASH FLOOD","3/1/1997 0:00:00",0,1
"294101","3/1/1997 0:00:00","MO","FLASH FLOOD","3/1/1997 0:00:00",1,1
"294115","4/18/1997 0:00:00","MO","TSTM WIND","4/18/1997 0:00:00",0,10
"294187","4/30/1997 0:00:00","MO","TORNADO","4/30/1997 0:00:00",0,1
"294351","6/13/1997 0:00:00","MO","LIGHTNING","6/13/1997 0:00:00",0,1
"294393","6/25/1997 0:00:00","MO","EXCESSIVE HEAT","6/25/1997 0:00:00",1,0
"294477","7/12/1997 0:00:00","MO","EXCESSIVE HEAT","7/13/1997 0:00:00",0,14
"294571","7/20/1997 0:00:00","MO","EXCESSIVE HEAT","7/20/1997 0:00:00",1,0
"294583","7/26/1997 0:00:00","MO","EXCESSIVE HEAT","7/28/1997 0:00:00",0,24
"294637","8/17/1997 0:00:00","MO","TSTM WIND","8/17/1997 0:00:00",0,1
"294650","8/17/1997 0:00:00","MO","EXCESSIVE HEAT","8/17/1997 0:00:00",1,0
"294708","1/8/1997 0:00:00","MT","EXTREME WINDCHILL","1/10/1997 0:00:00",1,0
"294969","7/21/1997 0:00:00","MT","TSTM WIND","7/21/1997 0:00:00",0,2
"295039","5/1/1997 0:00:00","NJ","LIGHTNING","5/1/1997 0:00:00",1,0
"295042","5/6/1997 0:00:00","NJ","TSTM WIND","5/6/1997 0:00:00",0,11
"295174","11/19/1997 0:00:00","MT","ICE STORM","11/19/1997 0:00:00",2,0
"295189","1/4/1997 0:00:00","NE","BLIZZARD","1/4/1997 0:00:00",1,0
"295343","6/11/1997 0:00:00","NE","LIGHTNING","6/11/1997 0:00:00",0,1
"295752","8/13/1997 0:00:00","NE","LIGHTNING","8/13/1997 0:00:00",1,0
"295992","10/24/1997 0:00:00","NE","BLIZZARD","10/25/1997 0:00:00",0,3
"296004","12/2/1997 0:00:00","NE","FOG","12/2/1997 0:00:00",0,1
"296007","12/8/1997 0:00:00","NE","ICY ROADS","12/9/1997 0:00:00",0,1
"296009","12/8/1997 0:00:00","NE","ICY ROADS","12/9/1997 0:00:00",2,1
"296017","12/25/1997 0:00:00","NE","WINTER STORM","12/28/1997 0:00:00",0,1
"296019","12/27/1997 0:00:00","NE","BLIZZARD","12/28/1997 0:00:00",0,1
"296021","1/1/1997 0:00:00","NV","FLOOD","1/17/1997 0:00:00",2,50
"296063","5/11/1997 0:00:00","NV","LIGHTNING","5/11/1997 0:00:00",0,1
"296107","8/10/1997 0:00:00","NV","FLASH FLOOD","8/10/1997 0:00:00",1,4
"296111","8/10/1997 0:00:00","NV","FLASH FLOOD","8/10/1997 0:00:00",0,1
"296119","8/28/1997 0:00:00","NV","FLASH FLOOD","8/28/1997 0:00:00",0,1
"296167","3/6/1997 0:00:00","NH","HIGH WIND","3/6/1997 0:00:00",0,1
"296187","7/3/1997 0:00:00","NH","TORNADO","7/3/1997 0:00:00",0,1
"296195","7/7/1997 0:00:00","NH","LIGHTNING","7/7/1997 0:00:00",0,1
"296201","7/9/1997 0:00:00","NH","LIGHTNING","7/9/1997 0:00:00",0,1
"296291","5/6/1997 0:00:00","NJ","THUNDERSTORM","5/6/1997 0:00:00",0,1
"296340","6/25/1997 0:00:00","NJ","EXCESSIVE HEAT","6/26/1997 0:00:00",0,4
"296354","7/12/1997 0:00:00","NJ","EXCESSIVE HEAT","7/19/1997 0:00:00",0,25
"296357","7/16/1997 0:00:00","NJ","LIGHTNING","7/16/1997 0:00:00",0,1
"296360","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",1,0
"296362","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",0,3
"296363","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",0,3
"296365","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",0,1
"296371","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",0,2
"296372","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",0,2
"296376","7/18/1997 0:00:00","NJ","TSTM WIND","7/18/1997 0:00:00",1,0
"296384","7/19/1997 0:00:00","NJ","WILD/FOREST FIRE","7/20/1997 0:00:00",0,4
"296401","7/24/1997 0:00:00","NJ","FLOOD","7/25/1997 0:00:00",0,3
"296405","7/29/1997 0:00:00","NJ","WILD/FOREST FIRE","7/30/1997 0:00:00",0,1
"296429","8/16/1997 0:00:00","NJ","TSTM WIND","8/16/1997 0:00:00",1,0
"296432","8/16/1997 0:00:00","NJ","TSTM WIND","8/16/1997 0:00:00",0,1
"296433","8/16/1997 0:00:00","NJ","TSTM WIND","8/16/1997 0:00:00",1,0
"296435","8/16/1997 0:00:00","NJ","TSTM WIND","8/16/1997 0:00:00",0,2
"296438","8/16/1997 0:00:00","NJ","TSTM WIND","8/16/1997 0:00:00",0,1
"296443","8/16/1997 0:00:00","NJ","TSTM WIND","8/16/1997 0:00:00",1,0
"296463","9/11/1997 0:00:00","NJ","HEAVY RAIN","9/11/1997 0:00:00",0,2
"296473","11/6/1997 0:00:00","NJ","WILD/FOREST FIRE","11/6/1997 0:00:00",0,1
"296487","11/27/1997 0:00:00","NJ","WIND","11/27/1997 0:00:00",1,0
"296512","1/5/1997 0:00:00","NM","WINTER STORM","1/6/1997 0:00:00",2,0
"296515","1/11/1997 0:00:00","NM","Hypothermia/Exposure","1/11/1997 0:00:00",1,0
"296516","1/11/1997 0:00:00","NM","WINTER STORM","1/14/1997 0:00:00",1,0
"296517","1/19/1997 0:00:00","NM","Hypothermia/Exposure","1/19/1997 0:00:00",1,0
"296519","1/27/1997 0:00:00","NM","Hypothermia/Exposure","1/27/1997 0:00:00",2,0
"296573","5/20/1997 0:00:00","NM","LIGHTNING","5/20/1997 0:00:00",1,0
"296668","7/10/1997 0:00:00","NM","HEAVY RAIN","7/10/1997 0:00:00",0,1
"296669","7/11/1997 0:00:00","NM","LIGHTNING","7/11/1997 0:00:00",0,1
"296673","7/25/1997 0:00:00","NM","LIGHTNING","7/25/1997 0:00:00",0,2
"296681","7/29/1997 0:00:00","NM","LIGHTNING","7/29/1997 0:00:00",0,3
"296696","8/3/1997 0:00:00","NM","LIGHTNING","8/3/1997 0:00:00",1,2
"296712","8/17/1997 0:00:00","NM","TSTM WIND","8/17/1997 0:00:00",0,1
"296721","8/23/1997 0:00:00","NM","LIGHTNING","8/23/1997 0:00:00",0,2
"296731","9/10/1997 0:00:00","NM","LIGHTNING","9/10/1997 0:00:00",0,1
