"","BGN_DATE","STATE","EVTYPE","END_DATE","FATALITIES","INJURIES"
"135093","4/5/1977 0:00:00","PA","TORNADO","",0,1
"135141","8/8/1977 0:00:00","PA","TORNADO","",0,1
"135145","9/18/1977 0:00:00","PA","TORNADO","",0,7
"135152","9/24/1977 0:00:00","PA","TORNADO","",0,2
"135179","6/7/1978 0:00:00","PA","TORNADO","",0,1
"135182","6/16/1978 0:00:00","PA","TORNADO","",0,1
"135191","6/27/1978 0:00:00","PA","TORNADO","",0,1
"135220","7/23/1978 0:00:00","PA","TORNADO","",1,24
"135223","7/23/1978 0:00:00","PA","TORNADO","",0,2
"135241","8/28/1978 0:00:00","PA","TORNADO","",0,1
"135244","8/28/1978 0:00:00","PA","TORNADO","",0,1
"135308","9/5/1979 0:00:00","PA","TORNADO","",1,4
"135313","10/5/1979 0:00:00","PA","TORNADO","",0,1
"135363","6/3/1980 0:00:00","PA","TORNADO","",0,20
"135365","6/3/1980 0:00:00","PA","TORNADO","",0,120
"135427","7/21/1980 0:00:00","PA","TORNADO","",0,1
"135444","8/2/1980 0:00:00","PA","TORNADO","",0,1
"135509","7/26/1981 0:00:00","PA","TORNADO","",0,2
"135510","7/28/1981 0:00:00","PA","TORNADO","",0,4
"135532","4/17/1982 0:00:00","PA","TORNADO","",0,1
"135537","5/20/1982 0:00:00","PA","TORNADO","",0,3
"135594","5/22/1983 0:00:00","PA","TORNADO","",0,6
"135596","5/22/1983 0:00:00","PA","TORNADO","",0,4
"135631","7/4/1983 0:00:00","PA","TORNADO","",0,1
"135702","8/11/1983 0:00:00","PA","TORNADO","",0,2
"135726","4/5/1984 0:00:00","PA","TSTM WIND","",0,1
"135753","7/5/1984 0:00:00","PA","TORNADO","",0,2
"135767","7/6/1984 0:00:00","PA","TORNADO","",0,12
"135782","8/30/1984 0:00:00","PA","TSTM WIND","",0,1
"135811","5/31/1985 0:00:00","PA","TORNADO","",12,82
"135812","5/31/1985 0:00:00","PA","TORNADO","",1,0
"135813","5/31/1985 0:00:00","PA","TORNADO","",0,5
"135814","5/31/1985 0:00:00","PA","TORNADO","",2,0
"135816","5/31/1985 0:00:00","PA","TORNADO","",8,75
"135820","5/31/1985 0:00:00","PA","TORNADO","",8,40
"135821","5/31/1985 0:00:00","PA","TORNADO","",0,5
"135826","5/31/1985 0:00:00","PA","TORNADO","",7,30
"135835","5/31/1985 0:00:00","PA","TORNADO","",8,60
"135838","5/31/1985 0:00:00","PA","TORNADO","",0,8
"135843","5/31/1985 0:00:00","PA","TORNADO","",0,1
"135848","5/31/1985 0:00:00","PA","TORNADO","",3,40
"135850","5/31/1985 0:00:00","PA","TORNADO","",4,40
"135858","5/31/1985 0:00:00","PA","TORNADO","",6,80
"135860","5/31/1985 0:00:00","PA","TSTM WIND","",2,0
"135863","5/31/1985 0:00:00","PA","TORNADO","",2,20
"135868","5/31/1985 0:00:00","PA","TORNADO","",2,20
"135870","5/31/1985 0:00:00","PA","TORNADO","",2,20
"135935","6/24/1985 0:00:00","PA","HAIL","",0,1
"136032","7/31/1985 0:00:00","PA","TORNADO","",0,2
"136033","7/31/1985 0:00:00","PA","TORNADO","",0,1
"136103","6/16/1986 0:00:00","PA","TSTM WIND","",0,1
"136104","6/16/1986 0:00:00","PA","TSTM WIND","",0,14
"136128","7/18/1986 0:00:00","PA","TSTM WIND","",1,15
"136244","8/15/1986 0:00:00","PA","TSTM WIND","",0,1
"136256","9/23/1986 0:00:00","PA","TORNADO","",0,1
"136265","9/30/1986 0:00:00","PA","TORNADO","",0,1
"136271","10/1/1986 0:00:00","PA","TORNADO","",0,2
"136293","5/18/1987 0:00:00","PA","TSTM WIND","",1,1
"136347","6/29/1987 0:00:00","PA","TORNADO","",0,1
"136358","6/30/1987 0:00:00","PA","TSTM WIND","",1,0
"136373","7/12/1987 0:00:00","PA","TSTM WIND","",0,1
"136423","8/22/1987 0:00:00","PA","TSTM WIND","",0,2
"136502","6/1/1988 0:00:00","PA","TSTM WIND","",1,0
"136566","7/17/1988 0:00:00","PA","TORNADO","",0,1
"136574","7/17/1988 0:00:00","PA","TORNADO","",0,1
"136603","7/30/1988 0:00:00","PA","TSTM WIND","",0,4
"136664","8/17/1988 0:00:00","PA","TSTM WIND","",0,2
"136719","5/6/1989 0:00:00","PA","TSTM WIND","",0,1
"136735","6/9/1989 0:00:00","PA","TORNADO","",0,1
"136737","6/15/1989 0:00:00","PA","TORNADO","",0,3
"136738","6/15/1989 0:00:00","PA","TORNADO","",0,3
"136741","6/20/1989 0:00:00","PA","TORNADO","",0,1
"136743","6/21/1989 0:00:00","PA","TSTM WIND","",0,1
"136746","6/24/1989 0:00:00","PA","TSTM WIND","",0,5
"136836","8/22/1989 0:00:00","PA","TSTM WIND","",0,1
"136837","8/22/1989 0:00:00","PA","TSTM WIND","",0,1
"136848","11/16/1989 0:00:00","PA","TSTM WIND","",0,1
"136849","11/16/1989 0:00:00","PA","TSTM WIND","",0,1
"136858","11/16/1989 0:00:00","PA","TORNADO","",0,3
"136870","11/16/1989 0:00:00","PA","TSTM WIND","",0,1
"136872","11/16/1989 0:00:00","PA","TORNADO","",0,1
"136873","11/16/1989 0:00:00","PA","TSTM WIND","",0,1
"136876","11/20/1989 0:00:00","PA","TSTM WIND","",0,2
"136920","11/20/1989 0:00:00","PA","TSTM WIND","",0,1
"137009","6/8/1990 0:00:00","PA","TSTM WIND","",0,10
"137010","6/8/1990 0:00:00","PA","TORNADO","",0,1
"137386","4/9/1991 0:00:00","PA","TORNADO","",0,4
"137406","4/9/1991 0:00:00","PA","TSTM WIND","",0,1
"137426","4/9/1991 0:00:00","PA","TORNADO","",0,3
"137436","4/9/1991 0:00:00","PA","TSTM WIND","",0,1
"137477","5/6/1991 0:00:00","PA","TSTM WIND","",0,1
"137485","5/6/1991 0:00:00","PA","TSTM WIND","",1,0
"137514","5/6/1991 0:00:00","PA","TSTM WIND","",0,1
"137521","5/6/1991 0:00:00","PA","TORNADO","",0,3
"137579","6/11/1991 0:00:00","PA","TSTM WIND","",0,3
"137597","6/16/1991 0:00:00","PA","TSTM WIND","",0,1
"137598","6/16/1991 0:00:00","PA","TSTM WIND","",0,1
"137609","6/30/1991 0:00:00","PA","TSTM WIND","",0,1
"137663","7/7/1991 0:00:00","PA","TSTM WIND","",0,12
"137756","7/23/1991 0:00:00","PA","TSTM WIND","",0,3
"137795","9/18/1991 0:00:00","PA","TORNADO","",0,3
"137831","1/14/1992 0:00:00","PA","TSTM WIND","",0,1
"137979","7/15/1992 0:00:00","PA","TSTM WIND","",0,25
"137986","7/15/1992 0:00:00","PA","TORNADO","",0,2
"137989","7/15/1992 0:00:00","PA","TSTM WIND","",1,0
"138006","7/17/1992 0:00:00","PA","TORNADO","",0,4
"138051","8/8/1992 0:00:00","PA","TORNADO","",0,11
"138101","8/28/1992 0:00:00","PA","TORNADO","",0,3
"138181","8/7/1986 0:00:00","RI","TORNADO","",0,20
"138186","9/23/1989 0:00:00","RI","TORNADO","",0,3
"138201","5/10/1952 0:00:00","SC","TORNADO","",2,4
"138203","1/8/1953 0:00:00","SC","TORNADO","",0,2
"138209","3/13/1955 0:00:00","SC","TORNADO","",2,10
"138225","8/10/1955 0:00:00","SC","TORNADO","",0,5
"138228","2/20/1956 0:00:00","SC","TORNADO","",0,1
"138235","4/6/1956 0:00:00","SC","TORNADO","",0,1
"138255","4/5/1957 0:00:00","SC","TORNADO","",0,1
"138259","4/8/1957 0:00:00","SC","TORNADO","",0,2
"138261","4/8/1957 0:00:00","SC","TORNADO","",0,16
"138286","4/22/1958 0:00:00","SC","TORNADO","",1,1
"138290","5/6/1958 0:00:00","SC","TORNADO","",0,1
"138333","9/11/1960 0:00:00","SC","TORNADO","",0,10
"138336","2/24/1961 0:00:00","SC","TORNADO","",0,5
"138337","2/24/1961 0:00:00","SC","TORNADO","",0,2
"138344","4/12/1961 0:00:00","SC","TORNADO","",1,0
"138350","6/21/1961 0:00:00","SC","TORNADO","",0,1
"138359","11/23/1961 0:00:00","SC","TORNADO","",0,1
"138360","1/6/1962 0:00:00","SC","TORNADO","",0,1
"138365","2/22/1962 0:00:00","SC","TORNADO","",0,1
"138373","5/15/1962 0:00:00","SC","TORNADO","",0,2
"138409","9/28/1963 0:00:00","SC","TORNADO","",0,1
"138413","9/29/1963 0:00:00","SC","TORNADO","",3,12
"138433","8/29/1964 0:00:00","SC","TORNADO","",0,2
"138437","8/29/1964 0:00:00","SC","TORNADO","",0,1
"138476","8/17/1965 0:00:00","SC","TORNADO","",0,46
"138518","10/1/1966 0:00:00","SC","TORNADO","",0,8
"138541","5/29/1967 0:00:00","SC","TORNADO","",0,3
"138552","11/24/1967 0:00:00","SC","TORNADO","",0,1
"138553","12/1/1967 0:00:00","SC","TORNADO","",0,1
"138567","5/17/1968 0:00:00","SC","TORNADO","",0,1
"138590","4/18/1969 0:00:00","SC","TORNADO","",0,3
"138710","1/10/1972 0:00:00","SC","TORNADO","",0,2
"138711","1/10/1972 0:00:00","SC","TORNADO","",0,1
"138723","3/31/1973 0:00:00","SC","TORNADO","",7,30
"138735","5/24/1973 0:00:00","SC","TORNADO","",0,2
"138738","5/27/1973 0:00:00","SC","TORNADO","",0,17
"138739","5/27/1973 0:00:00","SC","TORNADO","",0,16
"138740","5/27/1973 0:00:00","SC","TORNADO","",0,4
"138741","5/27/1973 0:00:00","SC","TORNADO","",0,1
"138742","5/27/1973 0:00:00","SC","TORNADO","",0,7
"138779","12/13/1973 0:00:00","SC","TORNADO","",0,1
"138780","12/13/1973 0:00:00","SC","TORNADO","",0,2
"138781","12/13/1973 0:00:00","SC","TORNADO","",0,26
"138783","12/13/1973 0:00:00","SC","TORNADO","",2,0
"138784","12/13/1973 0:00:00","SC","TORNADO","",1,5
"138797","3/21/1974 0:00:00","SC","TORNADO","",0,1
"138804","3/21/1974 0:00:00","SC","TORNADO","",0,1
"138813","3/21/1974 0:00:00","SC","TORNADO","",0,1
"138857","5/12/1974 0:00:00","SC","TORNADO","",0,2
"138867","5/26/1974 0:00:00","SC","TORNADO","",6,1
"138900","2/18/1975 0:00:00","SC","TORNADO","",0,5
"138921","3/24/1975 0:00:00","SC","TORNADO","",0,5
"138928","3/24/1975 0:00:00","SC","TORNADO","",0,5
"138930","3/24/1975 0:00:00","SC","TORNADO","",0,3
"138998","11/12/1975 0:00:00","SC","TORNADO","",0,4
"138999","11/12/1975 0:00:00","SC","TORNADO","",0,7
"139000","11/12/1975 0:00:00","SC","TORNADO","",0,3
"139008","3/8/1976 0:00:00","SC","TORNADO","",0,1
"139013","3/16/1976 0:00:00","SC","TORNADO","",0,3
"139029","5/15/1976 0:00:00","SC","TORNADO","",0,3
"139030","5/15/1976 0:00:00","SC","TORNADO","",1,3
"139036","5/18/1976 0:00:00","SC","TORNADO","",0,1
"139073","5/8/1977 0:00:00","SC","TORNADO","",0,5
"139112","12/5/1977 0:00:00","SC","TORNADO","",0,1
"139114","12/5/1977 0:00:00","SC","TORNADO","",0,7
"139122","5/4/1978 0:00:00","SC","TORNADO","",0,1
"139150","3/23/1979 0:00:00","SC","TORNADO","",0,2
"139173","3/8/1980 0:00:00","SC","TORNADO","",0,6
"139175","4/13/1980 0:00:00","SC","TORNADO","",0,5
"139181","5/20/1980 0:00:00","SC","TORNADO","",0,6
"139182","5/20/1980 0:00:00","SC","TORNADO","",0,26
"139184","6/8/1980 0:00:00","SC","TORNADO","",0,2
"139227","5/27/1981 0:00:00","SC","TORNADO","",0,6
"139287","6/10/1982 0:00:00","SC","TORNADO","",0,16
"139325","4/8/1983 0:00:00","SC","TORNADO","",0,2
"139327","4/23/1983 0:00:00","SC","TORNADO","",0,2
"139328","4/23/1983 0:00:00","SC","TORNADO","",0,4
"139347","6/7/1983 0:00:00","SC","TORNADO","",0,1
"139484","3/28/1984 0:00:00","SC","TORNADO","",0,24
"139487","3/28/1984 0:00:00","SC","TORNADO","",0,43
"139494","3/28/1984 0:00:00","SC","TSTM WIND","",1,0
"139501","3/28/1984 0:00:00","SC","TORNADO","",1,38
"139504","3/28/1984 0:00:00","SC","TSTM WIND","",1,0
"139505","3/28/1984 0:00:00","SC","TSTM WIND","",0,17
"139511","3/28/1984 0:00:00","SC","TORNADO","",0,10
"139512","3/28/1984 0:00:00","SC","TORNADO","",5,49
"139518","3/28/1984 0:00:00","SC","TORNADO","",0,31
"139519","3/28/1984 0:00:00","SC","TORNADO","",0,5
"139522","3/28/1984 0:00:00","SC","TORNADO","",0,24
"139524","3/28/1984 0:00:00","SC","TORNADO","",7,100
"139526","3/28/1984 0:00:00","SC","TORNADO","",2,115
"139533","3/28/1984 0:00:00","SC","TSTM WIND","",1,0
"139536","3/28/1984 0:00:00","SC","TORNADO","",0,8
"139633","7/26/1984 0:00:00","SC","TSTM WIND","",0,3
"139642","2/1/1985 0:00:00","SC","TSTM WIND","",0,1
"139655","4/5/1985 0:00:00","SC","TSTM WIND","",0,1
"139808","8/17/1985 0:00:00","SC","TORNADO","",0,39
"139875","6/20/1986 0:00:00","SC","TSTM WIND","",0,1
"139897","7/2/1986 0:00:00","SC","TSTM WIND","",0,1
"139923","7/21/1986 0:00:00","SC","TSTM WIND","",1,0
"139929","7/26/1986 0:00:00","SC","TORNADO","",0,3
"139951","8/8/1986 0:00:00","SC","HAIL","",0,1
"140002","6/18/1987 0:00:00","SC","TSTM WIND","",0,2
"140010","6/25/1987 0:00:00","SC","TSTM WIND","",0,1
"140015","7/5/1987 0:00:00","SC","TSTM WIND","",0,3
"140022","7/12/1987 0:00:00","SC","TSTM WIND","",0,6
"140067","8/23/1987 0:00:00","SC","TSTM WIND","",0,1
"140076","8/31/1987 0:00:00","SC","TORNADO","",0,2
"140162","5/23/1988 0:00:00","SC","TSTM WIND","",0,1
"140185","5/24/1988 0:00:00","SC","TSTM WIND","",0,1
"140205","6/8/1988 0:00:00","SC","TSTM WIND","",0,1
"140230","6/9/1988 0:00:00","SC","TSTM WIND","",0,2
"140233","6/17/1988 0:00:00","SC","TSTM WIND","",0,1
"140279","7/16/1988 0:00:00","SC","TSTM WIND","",0,1
"140286","7/18/1988 0:00:00","SC","TSTM WIND","",0,2
"140308","8/21/1988 0:00:00","SC","TSTM WIND","",0,1
"140311","8/28/1988 0:00:00","SC","TORNADO","",1,1
"140322","2/21/1989 0:00:00","SC","TSTM WIND","",0,1
"140327","2/21/1989 0:00:00","SC","TSTM WIND","",0,1
"140329","2/21/1989 0:00:00","SC","TSTM WIND","",0,1
"140332","2/21/1989 0:00:00","SC","TORNADO","",0,1
"140372","5/1/1989 0:00:00","SC","TORNADO","",0,12
"140387","5/5/1989 0:00:00","SC","TORNADO","",2,35
"140400","5/5/1989 0:00:00","SC","TSTM WIND","",0,2
"140412","5/5/1989 0:00:00","SC","TSTM WIND","",0,7
"140487","6/15/1989 0:00:00","SC","TSTM WIND","",0,1
"140490","6/15/1989 0:00:00","SC","TSTM WIND","",0,1
"140496","6/16/1989 0:00:00","SC","TSTM WIND","",0,1
"140507","6/16/1989 0:00:00","SC","TSTM WIND","",1,0
"140523","6/16/1989 0:00:00","SC","TORNADO","",0,1
"140529","6/20/1989 0:00:00","SC","TSTM WIND","",0,1
"140592","8/24/1989 0:00:00","SC","TSTM WIND","",0,3
"140601","10/1/1989 0:00:00","SC","TSTM WIND","",0,2
"140602","11/15/1989 0:00:00","SC","TORNADO","",0,1
"140618","2/10/1990 0:00:00","SC","TORNADO","",0,1
"140643","4/10/1990 0:00:00","SC","TSTM WIND","",0,1
"140644","4/10/1990 0:00:00","SC","TSTM WIND","",0,4
"140645","4/10/1990 0:00:00","SC","TSTM WIND","",0,2
"140646","4/10/1990 0:00:00","SC","TSTM WIND","",0,2
"140647","4/10/1990 0:00:00","SC","TSTM WIND","",0,1
"140649","4/28/1990 0:00:00","SC","TSTM WIND","",0,4
"140657","4/28/1990 0:00:00","SC","TORNADO","",0,4
"140731","6/22/1990 0:00:00","SC","TSTM WIND","",0,2
"140846","10/22/1990 0:00:00","SC","TORNADO","",1,4
"140861","3/1/1991 0:00:00","SC","TSTM WIND","",0,1
"140862","3/1/1991 0:00:00","SC","TORNADO","",0,2
"140906","3/29/1991 0:00:00","SC","TORNADO","",0,4
"140965","5/5/1991 0:00:00","SC","TSTM WIND","",1,1
"140978","6/1/1991 0:00:00","SC","TSTM WIND","",1,0
"141016","12/23/1991 0:00:00","SC","TSTM WIND","",0,1
"141037","3/19/1992 0:00:00","SC","TSTM WIND","",0,1
"141142","11/22/1992 0:00:00","SC","TORNADO","",1,9
"141153","7/8/1951 0:00:00","SD","TORNADO","",0,1
"141154","7/20/1951 0:00:00","SD","TORNADO","",0,4
"141163","5/29/1953 0:00:00","SD","TORNADO","",0,2
"141172","5/27/1954 0:00:00","SD","TORNADO","",0,1
"141173","5/27/1954 0:00:00","SD","TORNADO","",0,1
"141187","8/1/1954 0:00:00","SD","TORNADO","",0,2
"141188","4/19/1955 0:00:00","SD","TORNADO","",0,2
"141220","5/10/1956 0:00:00","SD","TORNADO","",0,2
"141239","6/29/1956 0:00:00","SD","TORNADO","",0,1
"141293","6/20/1957 0:00:00","SD","TORNADO","",1,0
"141314","7/14/1957 0:00:00","SD","TORNADO","",0,1
"141399","5/27/1959 0:00:00","SD","TORNADO","",0,3
"141490","8/24/1960 0:00:00","SD","TORNADO","",0,1
"141501","6/21/1961 0:00:00","SD","TORNADO","",1,7
"141539","5/14/1962 0:00:00","SD","TORNADO","",0,1
"141541","5/14/1962 0:00:00","SD","TORNADO","",0,2
"141544","5/15/1962 0:00:00","SD","TORNADO","",0,2
"141549","5/16/1962 0:00:00","SD","TORNADO","",0,2
"141555","5/21/1962 0:00:00","SD","TORNADO","",0,2
"141556","5/21/1962 0:00:00","SD","TORNADO","",0,32
"141571","6/14/1962 0:00:00","SD","TORNADO","",0,2
"141685","6/8/1964 0:00:00","SD","TORNADO","",0,1
"141691","6/18/1964 0:00:00","SD","TORNADO","",0,2
"141692","6/18/1964 0:00:00","SD","TORNADO","",0,10
"141738","5/8/1965 0:00:00","SD","TORNADO","",0,2
"141739","5/8/1965 0:00:00","SD","TORNADO","",0,1
"141791","6/7/1965 0:00:00","SD","TORNADO","",1,0
"141797","6/7/1965 0:00:00","SD","TORNADO","",1,0
"141882","7/23/1966 0:00:00","SD","TORNADO","",0,5
"141895","7/31/1966 0:00:00","SD","TORNADO","",1,3
"141896","7/31/1966 0:00:00","SD","TORNADO","",2,4
"141918","4/16/1967 0:00:00","SD","TORNADO","",0,11
"141939","6/18/1967 0:00:00","SD","TORNADO","",0,3
"141981","9/12/1967 0:00:00","SD","TORNADO","",0,1
"141987","6/9/1968 0:00:00","SD","TORNADO","",0,1
"142010","6/21/1968 0:00:00","SD","TORNADO","",0,1
"142069","6/25/1969 0:00:00","SD","TORNADO","",0,2
"142072","6/25/1969 0:00:00","SD","TORNADO","",0,1
"142074","6/25/1969 0:00:00","SD","TORNADO","",0,6
"142076","6/28/1969 0:00:00","SD","TORNADO","",0,4
"142141","8/8/1969 0:00:00","SD","TORNADO","",0,1
"142148","8/8/1969 0:00:00","SD","TORNADO","",0,3
"142150","8/12/1969 0:00:00","SD","TORNADO","",0,1
"142211","7/14/1970 0:00:00","SD","TORNADO","",1,1
"142282","6/15/1971 0:00:00","SD","TORNADO","",0,1
"142314","7/9/1971 0:00:00","SD","TORNADO","",0,2
"142365","6/28/1972 0:00:00","SD","TORNADO","",0,1
"142400","4/19/1973 0:00:00","SD","TORNADO","",0,2
"142438","6/24/1973 0:00:00","SD","TORNADO","",1,1
"142439","6/25/1973 0:00:00","SD","TORNADO","",0,1
"142444","7/1/1973 0:00:00","SD","TORNADO","",0,1
"142446","7/1/1973 0:00:00","SD","TORNADO","",1,3
"142451","7/1/1973 0:00:00","SD","TORNADO","",0,1
"142452","7/1/1973 0:00:00","SD","TORNADO","",0,1
"142453","7/1/1973 0:00:00","SD","TORNADO","",0,1
"142475","7/23/1973 0:00:00","SD","TORNADO","",0,10
"142517","4/27/1974 0:00:00","SD","TORNADO","",0,1
"142943","6/15/1978 0:00:00","SD","TORNADO","",0,15
"143074","6/19/1979 0:00:00","SD","TORNADO","",1,0
"143468","7/19/1981 0:00:00","SD","TORNADO","",0,2
"143561","3/29/1982 0:00:00","SD","TORNADO","",0,1
"143580","6/5/1982 0:00:00","SD","TORNADO","",0,1
"143693","7/20/1982 0:00:00","SD","TORNADO","",0,2
"143852","6/21/1983 0:00:00","SD","TORNADO","",0,4
"144065","6/11/1984 0:00:00","SD","TSTM WIND","",2,0
"144089","6/21/1984 0:00:00","SD","TORNADO","",0,2
"144190","4/19/1985 0:00:00","SD","TSTM WIND","",0,1
"144540","6/30/1986 0:00:00","SD","HAIL","",0,20
"144594","7/25/1986 0:00:00","SD","TSTM WIND","",0,3
"144701","9/24/1986 0:00:00","SD","TSTM WIND","",2,5
"144800","7/11/1987 0:00:00","SD","TSTM WIND","",0,2
"144836","8/2/1987 0:00:00","SD","TSTM WIND","",0,1
"144910","5/6/1988 0:00:00","SD","TSTM WIND","",0,1
"144917","5/6/1988 0:00:00","SD","TSTM WIND","",0,1
"145009","4/25/1989 0:00:00","SD","TSTM WIND","",0,1
"145027","5/28/1989 0:00:00","SD","TSTM WIND","",0,2
"145032","6/16/1989 0:00:00","SD","TORNADO","",0,4
"145075","7/17/1989 0:00:00","SD","TORNADO","",0,1
"145079","8/2/1989 0:00:00","SD","TSTM WIND","",0,1
"145227","7/7/1990 0:00:00","SD","HAIL","",0,1
"145315","5/11/1991 0:00:00","SD","TORNADO","",0,5
"145316","5/11/1991 0:00:00","SD","TORNADO","",0,20
"145390","5/28/1991 0:00:00","SD","HAIL","",0,1
"145392","5/28/1991 0:00:00","SD","HAIL","",0,1
"145408","5/28/1991 0:00:00","SD","TSTM WIND","",0,2
"145558","7/11/1991 0:00:00","SD","TSTM WIND","",0,2
"145669","6/16/1992 0:00:00","SD","TORNADO","",0,1
"145677","6/16/1992 0:00:00","SD","TORNADO","",0,8
"145682","6/16/1992 0:00:00","SD","TSTM WIND","",0,1
"145781","2/13/1950 0:00:00","TN","TORNADO","",0,8
"145782","2/13/1950 0:00:00","TN","TORNADO","",9,1
"145788","2/13/1952 0:00:00","TN","TORNADO","",0,2
"145789","2/13/1952 0:00:00","TN","TORNADO","",0,9
"145790","2/13/1952 0:00:00","TN","TORNADO","",3,35
"145791","2/13/1952 0:00:00","TN","TORNADO","",0,2
"145792","2/29/1952 0:00:00","TN","TORNADO","",3,166
"145793","2/29/1952 0:00:00","TN","TORNADO","",2,150
"145796","3/21/1952 0:00:00","TN","TORNADO","",2,10
"145797","3/21/1952 0:00:00","TN","TORNADO","",10,30
"145798","3/21/1952 0:00:00","TN","TORNADO","",4,5
"145799","3/21/1952 0:00:00","TN","TORNADO","",7,50
"145800","3/21/1952 0:00:00","TN","TORNADO","",2,2
"145801","3/21/1952 0:00:00","TN","TORNADO","",0,3
"145802","3/21/1952 0:00:00","TN","TORNADO","",1,8
"145803","3/21/1952 0:00:00","TN","TORNADO","",0,19
"145804","3/21/1952 0:00:00","TN","TORNADO","",4,14
"145806","3/22/1952 0:00:00","TN","TORNADO","",23,100
"145807","3/22/1952 0:00:00","TN","TORNADO","",3,10
"145808","3/22/1952 0:00:00","TN","TORNADO","",11,43
"145809","3/22/1952 0:00:00","TN","TORNADO","",0,1
"145812","3/14/1953 0:00:00","TN","TORNADO","",0,8
"145814","3/14/1953 0:00:00","TN","TORNADO","",0,2
"145817","3/14/1953 0:00:00","TN","TORNADO","",0,3
"145818","3/14/1953 0:00:00","TN","TORNADO","",0,1
"145820","4/15/1953 0:00:00","TN","TORNADO","",0,8
"145821","4/15/1953 0:00:00","TN","TORNADO","",0,1
"145822","4/15/1953 0:00:00","TN","TORNADO","",0,2
"145823","4/15/1953 0:00:00","TN","TORNADO","",0,1
"145825","5/2/1953 0:00:00","TN","TORNADO","",4,8
"145828","4/28/1954 0:00:00","TN","TORNADO","",0,4
"145835","3/4/1955 0:00:00","TN","TORNADO","",0,4
"145836","3/5/1955 0:00:00","TN","TORNADO","",0,3
"145838","3/5/1955 0:00:00","TN","TORNADO","",0,6
"145841","3/20/1955 0:00:00","TN","TORNADO","",0,2
"145849","5/12/1955 0:00:00","TN","TORNADO","",0,1
"145863","2/17/1956 0:00:00","TN","TORNADO","",0,2
"145865","2/27/1956 0:00:00","TN","TORNADO","",0,4
"145869","4/3/1956 0:00:00","TN","TORNADO","",3,60
"145884","1/22/1957 0:00:00","TN","TORNADO","",0,4
"145891","4/4/1957 0:00:00","TN","TORNADO","",0,11
"145944","11/18/1957 0:00:00","TN","TORNADO","",0,2
"145949","12/19/1957 0:00:00","TN","TORNADO","",0,2
"145991","1/21/1959 0:00:00","TN","TORNADO","",0,3
"146025","9/26/1959 0:00:00","TN","TORNADO","",0,7
"146028","3/30/1960 0:00:00","TN","TORNADO","",0,1
"146061","4/25/1961 0:00:00","TN","TORNADO","",0,2
"146107","1/10/1963 0:00:00","TN","TORNADO","",0,4
"146112","3/11/1963 0:00:00","TN","TORNADO","",0,1
"146114","3/11/1963 0:00:00","TN","TORNADO","",0,4
"146115","3/11/1963 0:00:00","TN","TORNADO","",0,1
"146117","3/11/1963 0:00:00","TN","TORNADO","",0,6
"146119","3/11/1963 0:00:00","TN","TORNADO","",1,1
"146127","3/19/1963 0:00:00","TN","TORNADO","",0,3
"146128","3/19/1963 0:00:00","TN","TORNADO","",0,1
"146132","4/29/1963 0:00:00","TN","TORNADO","",3,6
"146165","3/4/1964 0:00:00","TN","TORNADO","",0,3
"146166","3/4/1964 0:00:00","TN","TORNADO","",0,3
"146167","3/4/1964 0:00:00","TN","TORNADO","",0,3
"146168","3/4/1964 0:00:00","TN","TORNADO","",0,4
"146193","8/12/1964 0:00:00","TN","TORNADO","",0,6
"146205","3/17/1965 0:00:00","TN","TORNADO","",0,1
"146209","3/17/1965 0:00:00","TN","TORNADO","",0,2
"146224","4/15/1965 0:00:00","TN","TORNADO","",1,0
"146225","4/15/1965 0:00:00","TN","TORNADO","",0,50
"146226","4/15/1965 0:00:00","TN","TORNADO","",0,6
"146301","7/15/1966 0:00:00","TN","TORNADO","",0,1
"146309","3/12/1967 0:00:00","TN","TORNADO","",1,5
"146317","4/23/1967 0:00:00","TN","TORNADO","",0,2
"146332","5/6/1967 0:00:00","TN","TORNADO","",0,2
"146333","5/6/1967 0:00:00","TN","TORNADO","",0,1
"146355","5/31/1967 0:00:00","TN","TORNADO","",1,1
"146368","12/11/1967 0:00:00","TN","TORNADO","",0,1
"146374","4/3/1968 0:00:00","TN","TORNADO","",0,4
"146375","4/3/1968 0:00:00","TN","TORNADO","",4,28
"146383","4/23/1968 0:00:00","TN","TORNADO","",0,1
"146470","4/1/1970 0:00:00","TN","TORNADO","",0,2
"146496","4/24/1970 0:00:00","TN","TORNADO","",0,5
"146497","4/24/1970 0:00:00","TN","TORNADO","",0,13
"146499","4/24/1970 0:00:00","TN","TORNADO","",0,3
"146500","4/24/1970 0:00:00","TN","TORNADO","",0,3
"146502","4/27/1970 0:00:00","TN","TORNADO","",2,75
"146503","4/27/1970 0:00:00","TN","TORNADO","",1,10
"146524","6/19/1970 0:00:00","TN","TORNADO","",0,1
"146527","7/3/1970 0:00:00","TN","TORNADO","",0,1
"146541","11/19/1970 0:00:00","TN","TORNADO","",0,1
"146548","2/21/1971 0:00:00","TN","TORNADO","",0,36
"146560","4/27/1971 0:00:00","TN","TORNADO","",0,3
"146562","4/27/1971 0:00:00","TN","TORNADO","",0,3
"146571","5/7/1971 0:00:00","TN","TORNADO","",3,137
"146574","5/24/1971 0:00:00","TN","TORNADO","",0,22
"146576","5/24/1971 0:00:00","TN","TORNADO","",0,8
